Player,Tm,PTS,Points_Running_Avg,player_points_line,Date
Devin Booker,PHO,52.0,27.031,24.5,2024-01-19
Devin Booker,PHO,26.0,27.0,27.5,2024-01-21
Devin Booker,PHO,16.0,26.676,26.5,2024-01-22
Devin Booker,PHO,46.0,27.229,27.5,2024-01-24
Devin Booker,PHO,62.0,28.194,28.5,2024-01-26
Devin Booker,PHO,44.0,28.622,30.5,2024-01-28
Devin Booker,PHO,22.0,28.447,30.5,2024-01-29
Bradley Beal,PHO,21.0,16.1,20.5,2024-01-03
Bradley Beal,PHO,25.0,16.909,20.5,2024-01-05
Bradley Beal,PHO,37.0,17.857,17.5,2024-01-11
Bradley Beal,PHO,23.0,18.2,18.5,2024-01-14
Bradley Beal,PHO,13.0,17.875,20.5,2024-01-16
Bradley Beal,PHO,13.0,17.588,18.5,2024-01-19
Bradley Beal,PHO,25.0,18.0,18.5,2024-01-21
Bradley Beal,PHO,18.0,18.0,18.5,2024-01-22
Bradley Beal,PHO,20.0,18.1,18.5,2024-01-24
Bradley Beal,PHO,12.0,17.81,19.5,2024-01-26
Bradley Beal,PHO,9.0,17.409,17.5,2024-01-28
Bradley Beal,PHO,19.0,17.478,17.5,2024-01-29
Grayson Allen,PHO,11.0,12.227,11.5,2023-12-19
Grayson Allen,PHO,11.0,12.174,12.5,2023-12-22
Grayson Allen,PHO,32.0,13.0,12.5,2023-12-25
Grayson Allen,PHO,10.0,12.966,12.5,2024-01-03
Grayson Allen,PHO,31.0,13.567,11.5,2024-01-05
Grayson Allen,PHO,5.0,13.212,12.5,2024-01-11
Grayson Allen,PHO,20.0,13.412,12.5,2024-01-14
Grayson Allen,PHO,29.0,13.857,12.5,2024-01-16
Grayson Allen,PHO,12.0,13.806,12.5,2024-01-19
Grayson Allen,PHO,13.0,13.784,13.5,2024-01-21
Grayson Allen,PHO,9.0,13.658,12.5,2024-01-22
Grayson Allen,PHO,15.0,13.692,11.5,2024-01-24
Grayson Allen,PHO,11.0,13.625,12.5,2024-01-26
Grayson Allen,PHO,3.0,13.238,11.5,2024-01-29
Eric Gordon,PHO,14.0,15.167,11.5,2023-12-25
Drew Eubanks,PHO,2.0,2.0,8.5,2023-12-25
Jerami Grant,POR,22.0,22.682,22.5,2023-12-19
Jerami Grant,POR,20.0,22.565,24.5,2023-12-21
Jerami Grant,POR,13.0,21.96,21.5,2023-12-26
Jerami Grant,POR,29.0,22.231,20.5,2023-12-28
Jerami Grant,POR,18.0,21.6,19.5,2024-01-05
Jerami Grant,POR,27.0,21.774,18.5,2024-01-07
Jerami Grant,POR,21.0,21.75,18.5,2024-01-09
Jerami Grant,POR,9.0,21.364,18.5,2024-01-11
Jerami Grant,POR,37.0,21.806,19.5,2024-01-19
Jerami Grant,POR,18.0,21.579,19.5,2024-01-23
Jerami Grant,POR,21.0,21.564,19.5,2024-01-24
Anfernee Simons,POR,23.0,25.375,24.5,2023-12-19
Anfernee Simons,POR,41.0,27.111,26.5,2023-12-21
Anfernee Simons,POR,29.0,27.091,26.5,2023-12-26
Anfernee Simons,POR,6.0,24.538,24.5,2024-01-05
Anfernee Simons,POR,38.0,25.5,21.5,2024-01-07
Anfernee Simons,POR,12.0,24.6,24.5,2024-01-09
Anfernee Simons,POR,14.0,23.938,22.5,2024-01-11
Anfernee Simons,POR,28.0,23.111,22.5,2024-01-14
Anfernee Simons,POR,20.0,22.947,24.5,2024-01-17
Anfernee Simons,POR,19.0,22.75,22.5,2024-01-21
Anfernee Simons,POR,17.0,22.476,21.5,2024-01-23
Anfernee Simons,POR,33.0,22.955,19.5,2024-01-24
Deandre Ayton,POR,16.0,12.636,12.5,2023-12-19
Deandre Ayton,POR,23.0,13.087,14.5,2023-12-21
Deandre Ayton,POR,5.0,12.481,11.5,2024-01-23
Deandre Ayton,POR,18.0,12.679,10.5,2024-01-24
Malcolm Brogdon,POR,29.0,16.857,16.5,2023-12-28
Malcolm Brogdon,POR,18.0,18.0,17.5,2024-01-23
Malcolm Brogdon,POR,19.0,18.048,16.5,2024-01-24
Scoot Henderson,POR,8.0,12.5,12.5,2024-01-09
Scoot Henderson,POR,13.0,12.538,12.5,2024-01-11
Domantas Sabonis,SAC,13.0,18.654,18.5,2023-12-20
Domantas Sabonis,SAC,28.0,19.0,20.5,2023-12-22
Domantas Sabonis,SAC,17.0,18.929,17.5,2023-12-23
Domantas Sabonis,SAC,34.0,19.448,21.5,2023-12-26
Domantas Sabonis,SAC,25.0,19.633,21.5,2023-12-29
Domantas Sabonis,SAC,13.0,19.419,21.5,2023-12-31
Domantas Sabonis,SAC,23.0,19.531,21.5,2024-01-02
Domantas Sabonis,SAC,24.0,19.735,21.5,2024-01-05
Domantas Sabonis,SAC,17.0,19.657,22.5,2024-01-07
Domantas Sabonis,SAC,37.0,20.139,23.5,2024-01-09
Domantas Sabonis,SAC,24.0,20.243,23.5,2024-01-10
Domantas Sabonis,SAC,14.0,20.079,22.5,2024-01-12
Domantas Sabonis,SAC,21.0,20.103,21.5,2024-01-14
Domantas Sabonis,SAC,21.0,20.125,20.5,2024-01-16
Domantas Sabonis,SAC,21.0,20.146,21.5,2024-01-18
Domantas Sabonis,SAC,14.0,20.0,20.5,2024-01-22
Domantas Sabonis,SAC,18.0,19.953,20.5,2024-01-25
Domantas Sabonis,SAC,17.0,19.886,21.5,2024-01-27
Domantas Sabonis,SAC,20.0,19.889,18.5,2024-01-29
De'Aaron Fox,SAC,29.0,30.05,29.5,2023-12-20
De'Aaron Fox,SAC,23.0,29.714,29.5,2023-12-22
De'Aaron Fox,SAC,27.0,29.591,27.5,2023-12-23
De'Aaron Fox,SAC,43.0,30.174,29.5,2023-12-26
De'Aaron Fox,SAC,31.0,30.208,30.5,2023-12-29
De'Aaron Fox,SAC,24.0,29.96,30.5,2023-12-31
De'Aaron Fox,SAC,30.0,29.962,29.5,2024-01-02
De'Aaron Fox,SAC,15.0,29.407,29.5,2024-01-03
De'Aaron Fox,SAC,24.0,29.214,29.5,2024-01-05
De'Aaron Fox,SAC,3.0,28.31,28.5,2024-01-07
De'Aaron Fox,SAC,26.0,28.233,27.5,2024-01-09
De'Aaron Fox,SAC,19.0,27.935,27.5,2024-01-10
De'Aaron Fox,SAC,21.0,27.719,27.5,2024-01-12
De'Aaron Fox,SAC,32.0,27.848,26.5,2024-01-14
De'Aaron Fox,SAC,33.0,28.0,27.5,2024-01-16
De'Aaron Fox,SAC,24.0,27.886,28.5,2024-01-18
De'Aaron Fox,SAC,12.0,27.444,27.5,2024-01-22
De'Aaron Fox,SAC,29.0,27.486,26.5,2024-01-25
De'Aaron Fox,SAC,34.0,27.658,25.5,2024-01-27
De'Aaron Fox,SAC,23.0,27.538,25.5,2024-01-29
Keegan Murray,SAC,21.0,16.043,17.5,2023-12-22
Keegan Murray,SAC,20.0,16.208,16.5,2023-12-23
Keegan Murray,SAC,5.0,15.76,18.5,2023-12-26
Keegan Murray,SAC,9.0,15.5,16.5,2023-12-29
Keegan Murray,SAC,10.0,15.296,14.5,2023-12-31
Keegan Murray,SAC,10.0,15.107,15.5,2024-01-02
Keegan Murray,SAC,18.0,15.633,15.5,2024-01-05
Keegan Murray,SAC,8.0,15.387,16.5,2024-01-07
Keegan Murray,SAC,32.0,15.906,15.5,2024-01-09
Keegan Murray,SAC,25.0,16.182,14.5,2024-01-10
Keegan Murray,SAC,15.0,16.147,16.5,2024-01-12
Keegan Murray,SAC,4.0,15.8,16.5,2024-01-14
Keegan Murray,SAC,18.0,15.861,15.5,2024-01-16
Keegan Murray,SAC,27.0,16.162,17.5,2024-01-18
Keegan Murray,SAC,13.0,16.079,17.5,2024-01-22
Keegan Murray,SAC,14.0,16.026,15.5,2024-01-25
Keegan Murray,SAC,15.0,16.0,16.5,2024-01-27
Keegan Murray,SAC,5.0,15.732,15.5,2024-01-29
Harrison Barnes,SAC,19.0,11.815,11.5,2023-12-22
Harrison Barnes,SAC,12.0,11.821,10.5,2023-12-23
Harrison Barnes,SAC,9.0,11.724,11.5,2023-12-26
Harrison Barnes,SAC,2.0,11.4,11.5,2023-12-29
Harrison Barnes,SAC,3.0,11.125,10.5,2024-01-02
Harrison Barnes,SAC,16.0,11.441,9.5,2024-01-05
Harrison Barnes,SAC,10.0,11.4,10.5,2024-01-07
Harrison Barnes,SAC,0.0,11.083,10.5,2024-01-09
Harrison Barnes,SAC,8.0,10.775,9.5,2024-01-16
Harrison Barnes,SAC,2.0,10.561,9.5,2024-01-18
Harrison Barnes,SAC,32.0,11.071,8.5,2024-01-22
Harrison Barnes,SAC,39.0,11.721,9.5,2024-01-25
Harrison Barnes,SAC,12.0,11.911,14.5,2024-01-29
Kevin Huerter,SAC,2.0,10.778,10.5,2023-12-23
Kevin Huerter,SAC,5.0,10.571,8.5,2023-12-26
Kevin Huerter,SAC,7.0,10.448,8.5,2023-12-29
Kevin Huerter,SAC,0.0,9.903,10.5,2024-01-10
Kevin Huerter,SAC,31.0,11.0,10.5,2024-01-18
Kevin Huerter,SAC,8.0,10.914,14.5,2024-01-22
Kevin Huerter,SAC,12.0,10.944,10.5,2024-01-25
Kevin Huerter,SAC,18.0,11.135,11.5,2024-01-27
Kevin Huerter,SAC,17.0,11.289,11.5,2024-01-29
Devin Vassell,SAS,17.0,18.533,19.5,2023-12-19
Devin Vassell,SAS,21.0,18.688,17.5,2023-12-21
Devin Vassell,SAS,9.0,18.118,18.5,2023-12-23
Devin Vassell,SAS,17.0,18.263,20.5,2023-12-28
Devin Vassell,SAS,22.0,18.619,18.5,2023-12-31
Devin Vassell,SAS,11.0,18.273,20.5,2024-01-02
Devin Vassell,SAS,34.0,18.957,19.5,2024-01-04
Devin Vassell,SAS,22.0,19.083,18.5,2024-01-07
Devin Vassell,SAS,16.0,18.96,22.5,2024-01-10
Devin Vassell,SAS,12.0,18.692,21.5,2024-01-12
Devin Vassell,SAS,4.0,17.679,19.5,2024-01-15
Devin Vassell,SAS,21.0,17.793,17.5,2024-01-17
Devin Vassell,SAS,17.0,17.767,20.5,2024-01-19
Devin Vassell,SAS,21.0,17.871,19.5,2024-01-20
Devin Vassell,SAS,22.0,18.0,16.5,2024-01-22
Devin Vassell,SAS,21.0,18.091,17.5,2024-01-24
Devin Vassell,SAS,24.0,18.361,19.5,2024-01-29
Keldon Johnson,SAS,28.0,17.48,19.5,2023-12-19
Keldon Johnson,SAS,11.0,17.231,18.5,2023-12-21
Jeremy Sochan,SAS,9.0,10.52,10.5,2023-12-19
Jeremy Sochan,SAS,9.0,10.462,9.5,2023-12-21
Jeremy Sochan,SAS,23.0,10.926,11.5,2023-12-23
Jeremy Sochan,SAS,16.0,11.379,12.5,2023-12-28
Jeremy Sochan,SAS,9.0,11.0,10.5,2023-12-31
Jeremy Sochan,SAS,12.0,11.031,11.5,2024-01-02
Jeremy Sochan,SAS,9.0,10.97,11.5,2024-01-04
Jeremy Sochan,SAS,11.0,10.971,9.5,2024-01-07
Jeremy Sochan,SAS,15.0,11.086,11.5,2024-01-10
Jeremy Sochan,SAS,13.0,11.139,11.5,2024-01-12
Jeremy Sochan,SAS,23.0,11.447,11.5,2024-01-15
Jeremy Sochan,SAS,5.0,11.282,11.5,2024-01-17
Jeremy Sochan,SAS,11.0,11.275,13.5,2024-01-19
Jeremy Sochan,SAS,23.0,11.561,12.5,2024-01-20
Jeremy Sochan,SAS,14.0,11.619,11.5,2024-01-22
Jeremy Sochan,SAS,2.0,11.395,12.5,2024-01-24
Jeremy Sochan,SAS,2.0,11.652,13.5,2024-01-29
Victor Wembanyama,SAS,7.0,18.48,21.5,2023-12-21
Victor Wembanyama,SAS,21.0,18.857,16.5,2023-12-31
Victor Wembanyama,SAS,27.0,19.167,19.5,2024-01-04
Victor Wembanyama,SAS,24.0,19.323,19.5,2024-01-07
Victor Wembanyama,SAS,16.0,19.219,21.5,2024-01-10
Victor Wembanyama,SAS,26.0,19.424,21.5,2024-01-12
Victor Wembanyama,SAS,26.0,19.618,20.5,2024-01-15
Victor Wembanyama,SAS,27.0,19.829,20.5,2024-01-17
Victor Wembanyama,SAS,24.0,19.944,21.5,2024-01-20
Victor Wembanyama,SAS,33.0,20.297,21.5,2024-01-22
Victor Wembanyama,SAS,24.0,20.395,22.5,2024-01-24
Victor Wembanyama,SAS,23.0,20.462,23.5,2024-01-26
Victor Wembanyama,SAS,23.0,20.525,21.5,2024-01-27
Victor Wembanyama,SAS,22.0,20.561,25.5,2024-01-29
Tre Jones,SAS,11.0,15.667,13.5,2024-01-10
Tre Jones,SAS,6.0,13.25,12.5,2024-01-12
Tre Jones,SAS,6.0,14.833,12.5,2024-01-15
Tre Jones,SAS,9.0,14.0,10.5,2024-01-17
Tre Jones,SAS,16.0,14.25,13.5,2024-01-19
Tre Jones,SAS,11.0,13.889,12.5,2024-01-20
Tre Jones,SAS,12.0,13.7,10.5,2024-01-22
Tre Jones,SAS,9.0,13.273,11.5,2024-01-26
Tre Jones,SAS,12.0,13.167,9.5,2024-01-27
Tre Jones,SAS,11.0,13.0,11.5,2024-01-29
Zach Collins,SAS,22.0,14.143,12.5,2023-12-19
Malaki Branham,SAS,12.0,10.571,11.5,2023-12-19
Malaki Branham,SAS,12.0,10.812,11.5,2023-12-23
Malaki Branham,SAS,11.0,10.4,10.5,2023-12-31
Malaki Branham,SAS,2.0,10.0,11.5,2024-01-02
Scottie Barnes,TOR,30.0,20.63,20.5,2023-12-20
Scottie Barnes,TOR,12.0,20.321,21.5,2023-12-22
Scottie Barnes,TOR,32.0,20.724,21.5,2023-12-23
Scottie Barnes,TOR,20.0,20.7,22.5,2023-12-27
Scottie Barnes,TOR,20.0,21.0,21.5,2024-01-01
Scottie Barnes,TOR,20.0,20.971,20.5,2024-01-03
Scottie Barnes,TOR,20.0,20.943,20.5,2024-01-05
Scottie Barnes,TOR,6.0,20.528,20.5,2024-01-07
Scottie Barnes,TOR,26.0,20.676,19.5,2024-01-09
Scottie Barnes,TOR,12.0,20.447,18.5,2024-01-10
Scottie Barnes,TOR,10.0,20.15,18.5,2024-01-15
Scottie Barnes,TOR,31.0,20.405,19.5,2024-01-18
Scottie Barnes,TOR,9.0,20.14,19.5,2024-01-20
Scottie Barnes,TOR,22.0,20.182,20.5,2024-01-22
Scottie Barnes,TOR,23.0,20.244,21.5,2024-01-26
Scottie Barnes,TOR,24.0,20.326,23.5,2024-01-28
Scottie Barnes,TOR,13.0,20.17,23.5,2024-01-30
Immanuel Quickley,TOR,26.0,20.0,15.5,2024-01-03
Immanuel Quickley,TOR,20.0,20.0,17.5,2024-01-05
Immanuel Quickley,TOR,9.0,17.25,19.5,2024-01-07
Immanuel Quickley,TOR,21.0,18.0,17.5,2024-01-09
Immanuel Quickley,TOR,25.0,19.167,18.5,2024-01-10
Immanuel Quickley,TOR,21.0,18.875,18.5,2024-01-15
Immanuel Quickley,TOR,12.0,18.0,20.5,2024-01-18
Immanuel Quickley,TOR,12.0,17.455,19.5,2024-01-20
Immanuel Quickley,TOR,8.0,16.667,18.5,2024-01-22
Jakob Poeltl,TOR,4.0,10.593,9.5,2023-12-20
Jakob Poeltl,TOR,19.0,10.893,8.5,2023-12-22
Jakob Poeltl,TOR,2.0,10.586,10.5,2023-12-23
Jakob Poeltl,TOR,10.0,10.567,11.5,2023-12-27
Jakob Poeltl,TOR,14.0,10.515,9.5,2024-01-01
Jakob Poeltl,TOR,7.0,10.412,9.5,2024-01-03
Jakob Poeltl,TOR,14.0,10.514,10.5,2024-01-05
Jakob Poeltl,TOR,14.0,10.611,9.5,2024-01-07
Gary Trent Jr.,TOR,13.0,14.2,12.5,2024-01-26
Gary Trent Jr.,TOR,16.0,14.364,13.5,2024-01-28
Gary Trent Jr.,TOR,24.0,15.167,15.5,2024-01-30
Lauri Markkanen,UTA,24.0,24.0,24.5,2023-12-28
Lauri Markkanen,UTA,12.0,23.478,24.5,2023-12-30
Lauri Markkanen,UTA,17.0,23.208,24.5,2024-01-01
Lauri Markkanen,UTA,31.0,23.52,22.5,2024-01-03
Lauri Markkanen,UTA,17.0,23.269,21.5,2024-01-05
Lauri Markkanen,UTA,33.0,23.63,21.5,2024-01-06
Lauri Markkanen,UTA,21.0,23.536,22.5,2024-01-08
Lauri Markkanen,UTA,26.0,23.621,21.5,2024-01-10
Lauri Markkanen,UTA,22.0,23.567,24.5,2024-01-12
Lauri Markkanen,UTA,29.0,23.742,23.5,2024-01-13
Lauri Markkanen,UTA,32.0,24.0,25.5,2024-01-15
Lauri Markkanen,UTA,26.0,24.061,24.5,2024-01-18
Lauri Markkanen,UTA,22.0,24.0,24.5,2024-01-20
Lauri Markkanen,UTA,11.0,23.629,24.5,2024-01-23
Lauri Markkanen,UTA,29.0,23.778,24.5,2024-01-25
Lauri Markkanen,UTA,33.0,24.027,24.5,2024-01-27
Lauri Markkanen,UTA,13.0,23.737,23.5,2024-01-29
Lauri Markkanen,UTA,14.0,23.487,23.5,2024-01-30
John Collins,UTA,10.0,13.556,10.5,2023-12-30
John Collins,UTA,15.0,13.607,11.5,2024-01-01
John Collins,UTA,17.0,13.724,11.5,2024-01-03
John Collins,UTA,12.0,13.667,10.5,2024-01-05
John Collins,UTA,19.0,13.839,11.5,2024-01-06
John Collins,UTA,19.0,14.0,12.5,2024-01-08
John Collins,UTA,15.0,14.03,13.5,2024-01-10
John Collins,UTA,4.0,13.735,14.5,2024-01-12
John Collins,UTA,19.0,13.886,11.5,2024-01-13
John Collins,UTA,21.0,13.973,12.5,2024-01-18
John Collins,UTA,7.0,13.789,11.5,2024-01-20
John Collins,UTA,22.0,14.0,12.5,2024-01-25
John Collins,UTA,20.0,14.146,13.5,2024-01-27
John Collins,UTA,15.0,14.167,13.5,2024-01-29
John Collins,UTA,11.0,14.093,12.5,2024-01-30
Collin Sexton,UTA,20.0,25.6,21.5,2023-12-20
Collin Sexton,UTA,22.0,23.1,18.5,2023-12-30
Collin Sexton,UTA,8.0,21.727,21.5,2024-01-01
Collin Sexton,UTA,25.0,22.0,17.5,2024-01-03
Collin Sexton,UTA,13.0,21.308,15.5,2024-01-05
Collin Sexton,UTA,22.0,21.357,16.5,2024-01-06
Collin Sexton,UTA,19.0,21.2,17.5,2024-01-08
Collin Sexton,UTA,22.0,21.25,17.5,2024-01-10
Collin Sexton,UTA,20.0,21.176,18.5,2024-01-12
Collin Sexton,UTA,27.0,21.5,18.5,2024-01-13
Collin Sexton,UTA,31.0,22.4,19.5,2024-01-18
Collin Sexton,UTA,28.0,22.667,19.5,2024-01-20
Collin Sexton,UTA,22.0,22.636,21.5,2024-01-23
Collin Sexton,UTA,11.0,22.13,22.5,2024-01-25
Collin Sexton,UTA,24.0,22.208,17.5,2024-01-27
Collin Sexton,UTA,6.0,21.56,19.5,2024-01-29
Collin Sexton,UTA,22.0,21.577,19.5,2024-01-30
Kyle Kuzma,WAS,32.0,23.556,24.5,2023-12-21
Kyle Kuzma,WAS,7.0,22.964,25.5,2023-12-22
Kyle Kuzma,WAS,17.0,22.759,22.5,2023-12-26
Kyle Kuzma,WAS,14.0,22.467,21.5,2023-12-27
Kyle Kuzma,WAS,26.0,22.581,21.5,2023-12-29
Kyle Kuzma,WAS,38.0,23.062,24.5,2023-12-31
Kyle Kuzma,WAS,16.0,22.848,23.5,2024-01-03
Kyle Kuzma,WAS,9.0,22.441,22.5,2024-01-05
Kyle Kuzma,WAS,27.0,22.571,20.5,2024-01-06
Kyle Kuzma,WAS,22.0,22.556,22.5,2024-01-08
Kyle Kuzma,WAS,11.0,22.243,23.5,2024-01-10
Kyle Kuzma,WAS,29.0,22.421,24.5,2024-01-13
Kyle Kuzma,WAS,21.0,22.385,23.5,2024-01-15
Kyle Kuzma,WAS,15.0,22.2,21.5,2024-01-18
Kyle Kuzma,WAS,11.0,21.927,21.5,2024-01-20
Kyle Kuzma,WAS,17.0,21.81,18.5,2024-01-21
Kyle Kuzma,WAS,17.0,21.698,,2024-01-24
Kyle Kuzma,WAS,26.0,21.795,20.5,2024-01-25
Kyle Kuzma,WAS,30.0,21.978,23.5,2024-01-27
Kyle Kuzma,WAS,18.0,21.891,23.5,2024-01-29
Jordan Poole,WAS,13.0,17.192,18.5,2023-12-21
Jordan Poole,WAS,30.0,17.929,18.5,2023-12-26
Jordan Poole,WAS,14.0,17.793,22.5,2023-12-27
Jordan Poole,WAS,5.0,17.367,19.5,2023-12-29
Jordan Poole,WAS,13.0,17.226,19.5,2023-12-31
Jordan Poole,WAS,8.0,16.938,16.5,2024-01-03
Jordan Poole,WAS,2.0,16.485,16.5,2024-01-05
Jordan Poole,WAS,10.0,16.294,15.5,2024-01-06
Jordan Poole,WAS,24.0,16.514,14.5,2024-01-08
Jordan Poole,WAS,28.0,16.833,16.5,2024-01-10
Jordan Poole,WAS,20.0,16.919,19.5,2024-01-13
Jordan Poole,WAS,16.0,16.895,19.5,2024-01-15
Jordan Poole,WAS,24.0,17.077,16.5,2024-01-18
Jordan Poole,WAS,16.0,17.05,20.5,2024-01-20
Jordan Poole,WAS,4.0,16.732,17.5,2024-01-21
Jordan Poole,WAS,18.0,16.535,16.5,2024-01-25
Jordan Poole,WAS,17.0,16.545,15.5,2024-01-27
Jordan Poole,WAS,13.0,16.467,16.5,2024-01-29
Tyus Jones,WAS,24.0,12.222,12.5,2023-12-21
Tyus Jones,WAS,22.0,12.621,12.5,2023-12-26
Tyus Jones,WAS,11.0,12.567,13.5,2023-12-27
Tyus Jones,WAS,12.0,12.548,12.5,2023-12-29
Tyus Jones,WAS,14.0,12.594,13.5,2023-12-31
Tyus Jones,WAS,9.0,12.485,12.5,2024-01-03
Tyus Jones,WAS,16.0,12.588,12.5,2024-01-05
Tyus Jones,WAS,11.0,12.543,12.5,2024-01-06
Tyus Jones,WAS,18.0,12.694,12.5,2024-01-08
Tyus Jones,WAS,11.0,12.649,13.5,2024-01-10
Tyus Jones,WAS,8.0,12.526,14.5,2024-01-13
Tyus Jones,WAS,22.0,12.769,13.5,2024-01-15
Tyus Jones,WAS,2.0,12.5,12.5,2024-01-18
Tyus Jones,WAS,13.0,12.512,12.5,2024-01-20
Tyus Jones,WAS,15.0,12.571,11.5,2024-01-21
Tyus Jones,WAS,5.0,12.395,12.5,2024-01-24
Tyus Jones,WAS,12.0,12.386,12.5,2024-01-25
Tyus Jones,WAS,12.0,12.378,13.5,2024-01-27
Tyus Jones,WAS,15.0,12.435,12.5,2024-01-29
Deni Avdija,WAS,13.0,11.593,10.5,2023-12-21
Deni Avdija,WAS,2.0,11.103,9.5,2023-12-26
Deni Avdija,WAS,21.0,11.452,9.5,2023-12-29
Deni Avdija,WAS,17.0,11.625,13.5,2023-12-31
Deni Avdija,WAS,7.0,11.485,12.5,2024-01-03
Deni Avdija,WAS,13.0,11.529,12.5,2024-01-05
Deni Avdija,WAS,23.0,11.857,12.5,2024-01-06
Deni Avdija,WAS,17.0,12.0,13.5,2024-01-08
Deni Avdija,WAS,15.0,12.081,13.5,2024-01-10
Deni Avdija,WAS,19.0,12.263,14.5,2024-01-13
Deni Avdija,WAS,12.0,12.256,15.5,2024-01-15
Deni Avdija,WAS,15.0,12.325,13.5,2024-01-18
Deni Avdija,WAS,16.0,12.415,13.5,2024-01-20
Deni Avdija,WAS,4.0,12.214,13.5,2024-01-21
Deni Avdija,WAS,24.0,12.488,,2024-01-24
Deni Avdija,WAS,13.0,12.5,14.5,2024-01-25
Deni Avdija,WAS,10.0,12.444,13.5,2024-01-27
Deni Avdija,WAS,9.0,12.37,12.5,2024-01-29
Daniel Gafford,WAS,16.0,10.833,12.5,2023-12-21
Daniel Gafford,WAS,13.0,11.077,11.5,2023-12-26
Daniel Gafford,WAS,12.0,11.111,11.5,2023-12-27
Daniel Gafford,WAS,4.0,10.857,11.5,2023-12-29
Daniel Gafford,WAS,10.0,10.828,12.5,2023-12-31
Daniel Gafford,WAS,12.0,10.867,10.5,2024-01-03
Daniel Gafford,WAS,4.0,10.645,11.5,2024-01-05
Daniel Gafford,WAS,6.0,10.5,9.5,2024-01-06
Daniel Gafford,WAS,9.0,10.455,9.5,2024-01-08
Daniel Gafford,WAS,12.0,10.5,9.5,2024-01-10
Daniel Gafford,WAS,10.0,10.486,11.5,2024-01-13
Daniel Gafford,WAS,8.0,10.417,10.5,2024-01-15
Daniel Gafford,WAS,10.0,10.526,9.5,2024-01-24
Daniel Gafford,WAS,13.0,10.59,10.5,2024-01-25
Daniel Gafford,WAS,15.0,10.7,11.5,2024-01-27
Daniel Gafford,WAS,16.0,10.829,11.5,2024-01-29
