team,player_link,Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Position
GSW,/players/s/saricda01.html,8,Dario Šarić,29,48,9,19.8,3.4,7.1,.481,1.5,3.6,.413,1.9,3.5,.550,.585,1.5,1.8,.860,1.3,3.9,5.2,2.5,0.6,0.2,1.3,2.1,9.9,"C,PF"
HOU,/players/v/vanvlfr01.html,1,Fred VanVleet,29,47,47,36.7,5.5,13.5,.409,2.9,7.7,.374,2.6,5.8,.456,.516,2.6,3.0,.859,0.4,3.4,3.7,8.2,1.1,1.0,1.6,2.2,16.5,PG
HOU,/players/s/sengual01.html,2,Alperen Şengün,21,51,51,32.4,8.5,15.7,.541,0.5,1.9,.289,7.9,13.8,.575,.558,3.8,5.3,.717,2.8,6.5,9.3,5.0,1.1,0.7,2.6,3.3,21.3,C
HOU,/players/s/smithja05.html,3,Jabari Smith Jr.,20,47,47,31.4,4.9,10.6,.465,1.7,4.5,.370,3.3,6.1,.535,.543,1.7,2.1,.814,2.0,6.4,8.3,1.4,0.7,0.8,1.3,2.7,13.2,PF
HOU,/players/b/brookdi01.html,4,Dillon Brooks,28,43,43,31.2,5.0,11.1,.451,1.9,4.9,.393,3.1,6.2,.496,.538,2.0,2.3,.850,0.7,2.7,3.3,1.6,0.9,0.1,1.4,3.6,13.9,SF
HOU,/players/g/greenja05.html,5,Jalen Green,21,52,52,30.8,6.3,15.3,.415,2.1,6.6,.316,4.3,8.7,.490,.483,3.6,4.5,.798,0.4,4.4,4.9,3.4,0.7,0.3,2.3,1.3,18.3,SG
HOU,/players/e/easonta01.html,6,Tari Eason,22,22,0,21.8,4.0,8.6,.466,0.8,2.3,.360,3.2,6.3,.504,.513,1.0,1.5,.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8,PF
HOU,/players/t/thompam01.html,7,Amen Thompson,21,33,4,18.2,2.8,5.7,.503,0.2,1.2,.158,2.7,4.5,.591,.519,1.3,2.0,.667,1.4,3.7,5.1,2.4,1.0,0.4,1.5,2.2,7.2,
HOU,/players/t/tateja01.html,8,Jae'Sean Tate,28,49,9,17.6,1.8,3.8,.478,0.4,1.4,.299,1.4,2.4,.581,.533,0.4,0.6,.714,1.0,2.3,3.3,1.1,0.7,0.2,0.4,2.4,4.4,SF
IND,/players/s/siakapa01.html,1,Pascal Siakam,29,13,13,32.9,8.9,15.5,.574,1.3,3.1,.425,7.6,12.5,.611,.616,2.4,3.8,.620,2.2,4.8,7.0,4.7,0.8,0.2,1.9,2.8,21.5,PF
IND,/players/h/halibty01.html,2,Tyrese Haliburton,23,41,40,31.9,7.9,15.9,.496,3.1,7.9,.396,4.8,8.0,.594,.594,3.1,3.7,.854,0.6,3.2,3.9,11.7,1.0,0.7,2.4,1.0,22.1,PG
IND,/players/b/brownbr01.html,3,Bruce Brown,27,33,33,29.7,4.5,9.5,.475,1.0,3.1,.327,3.5,6.5,.545,.527,2.0,2.5,.817,0.8,3.9,4.7,3.0,1.1,0.2,1.2,2.5,12.1,SF
IND,/players/t/turnemy01.html,4,Myles Turner,27,51,51,27.3,6.2,11.9,.522,1.4,4.0,.340,4.8,7.9,.616,.580,3.3,4.2,.778,1.6,5.4,6.9,1.4,0.5,1.7,1.5,3.3,17.1,C
IND,/players/n/nesmiaa01.html,5,Aaron Nesmith,24,49,24,27.2,4.6,8.8,.521,2.1,4.7,.461,2.4,4.1,.589,.643,1.3,1.8,.713,1.0,3.0,3.9,1.4,1.1,0.7,1.0,3.4,12.6,SF
IND,/players/h/hieldbu01.html,6,Buddy Hield,31,52,28,25.7,4.4,9.9,.443,2.6,6.9,.384,1.8,3.1,.575,.575,0.5,0.6,.848,0.7,2.6,3.2,2.7,0.8,0.6,1.2,2.0,12.0,SF
IND,/players/m/mathube01.html,7,Bennedict Mathurin,21,51,15,25.7,5.0,11.1,.453,1.3,3.4,.368,3.8,7.7,.491,.510,3.1,3.7,.825,1.0,2.9,3.9,1.9,0.5,0.2,1.7,1.9,14.4,SG
IND,/players/t/toppiob01.html,8,Obi Toppin,25,54,28,22.5,4.2,7.4,.568,1.2,3.1,.401,3.0,4.3,.687,.651,1.0,1.4,.753,1.1,2.8,3.9,1.6,0.5,0.5,0.9,1.9,10.7,PF
LAC,/players/h/hardeja01.html,1,James Harden,34,46,46,34.5,5.1,11.4,.448,2.8,6.7,.422,2.3,4.7,.486,.572,4.3,4.9,.875,0.4,4.7,5.1,8.5,1.2,0.9,2.6,2.1,17.3,PG
LAC,/players/l/leonaka01.html,2,Kawhi Leonard,32,47,47,34.4,9.0,17.1,.528,2.4,5.2,.455,6.7,11.9,.560,.597,3.8,4.3,.891,1.1,5.1,6.2,3.8,1.7,0.9,1.6,1.5,24.2,SF
LAC,/players/g/georgpa01.html,3,Paul George,33,48,48,33.8,7.9,17.3,.460,3.3,8.3,.400,4.6,8.9,.516,.557,3.3,3.6,.909,0.6,4.8,5.3,3.6,1.6,0.4,2.1,2.9,22.5,SF
LAC,/players/z/zubaciv01.html,4,Ivica Zubac,26,41,41,26.6,5.1,7.8,.658,0.0,0.0,,5.1,7.8,.658,.658,1.8,2.7,.655,3.1,6.3,9.4,1.2,0.2,1.3,1.1,2.7,12.0,C
LAC,/players/p/powelno01.html,5,Norman Powell,30,51,0,25.3,4.7,9.5,.495,2.1,4.6,.445,2.7,4.9,.542,.603,1.9,2.2,.850,0.2,2.4,2.6,1.0,0.5,0.4,0.8,1.8,13.4,SG
LAC,/players/m/mannte01.html,6,Terance Mann,27,45,41,24.9,2.9,6.2,.464,0.9,2.8,.307,2.0,3.4,.595,.534,0.9,1.1,.780,1.2,2.0,3.1,1.7,0.6,0.2,0.6,1.9,7.5,SG
LAC,/players/c/covinro01.html,7,Robert Covington,33,3,3,23.0,1.0,3.0,.333,0.7,2.7,.250,0.3,0.3,1.000,.444,0.3,0.7,.500,0.7,2.0,2.7,2.3,2.0,0.7,0.0,2.3,3.0,PF
LAC,/players/w/westbru01.html,8,Russell Westbrook,35,51,10,22.9,4.6,9.8,.468,0.7,2.4,.292,3.9,7.4,.524,.503,1.5,2.3,.658,1.5,4.0,5.5,4.6,1.1,0.4,2.1,1.8,11.3,PG
LAL,/players/d/davisan02.html,1,Anthony Davis,30,50,50,35.8,9.5,17.1,.554,0.3,1.2,.279,9.1,15.9,.576,.564,5.4,6.7,.807,3.0,9.0,12.1,3.9,1.2,2.4,2.1,2.4,24.7,C
LAL,/players/j/jamesle01.html,2,LeBron James,39,48,48,35.0,9.3,18.0,.519,2.1,5.4,.393,7.2,12.6,.572,.577,4.1,5.5,.737,0.9,6.4,7.3,7.8,1.3,0.6,3.2,1.2,24.8,PF
LAL,/players/r/russeda01.html,3,D'Angelo Russell,27,49,42,31.2,6.4,13.8,.465,2.7,6.4,.418,3.7,7.3,.507,.563,2.0,2.5,.810,0.4,2.3,2.7,6.2,0.8,0.5,1.9,2.1,17.5,PG
LAL,/players/r/reaveau01.html,4,Austin Reaves,25,54,29,31.0,5.4,11.2,.488,1.7,4.7,.359,3.7,6.4,.582,.564,3.1,3.6,.858,0.7,3.2,3.9,5.4,0.9,0.2,2.1,1.9,15.7,SG
LAL,/players/p/princta02.html,5,Taurean Prince,29,51,47,30.2,3.5,7.9,.436,2.0,5.2,.386,1.5,2.7,.529,.562,0.7,1.0,.735,0.2,2.7,2.9,1.7,0.9,0.5,0.9,2.2,9.6,PF
LAL,/players/v/vincega01.html,6,Gabe Vincent,27,5,0,25.4,2.4,6.4,.375,0.4,3.4,.118,2.0,3.0,.667,.406,0.2,0.4,.500,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4,PG
LAL,/players/h/hachiru01.html,7,Rui Hachimura,25,40,11,23.9,4.3,8.6,.500,1.2,3.0,.383,3.2,5.6,.563,.567,1.6,2.1,.747,0.8,3.0,3.7,1.1,0.7,0.3,0.8,1.4,11.3,PF
LAL,/players/r/reddica01.html,8,Cam Reddish,24,35,26,23.3,2.4,5.9,.405,0.9,2.7,.337,1.5,3.1,.464,.483,1.0,1.3,.783,0.5,1.9,2.4,1.3,1.2,0.3,0.9,1.6,6.7,SF
MEM,/players/m/moranja01.html,1,Ja Morant,24,9,9,35.3,8.9,18.9,.471,1.6,5.7,.275,7.3,13.2,.555,.512,5.8,7.1,.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,PG
MEM,/players/b/banede01.html,2,Desmond Bane,25,37,37,34.5,8.9,18.8,.474,3.3,8.6,.384,5.6,10.2,.551,.563,3.3,3.8,.864,0.9,3.6,4.6,5.3,1.0,0.5,2.7,2.9,24.4,SG
MEM,/players/j/jacksja02.html,3,Jaren Jackson Jr.,24,49,49,31.8,7.7,17.2,.448,1.8,5.6,.324,5.9,11.6,.508,.501,5.1,6.2,.825,1.2,4.3,5.5,2.1,1.0,1.6,2.3,3.6,22.3,C
MEM,/players/s/smartma01.html,4,Marcus Smart,29,20,20,30.3,5.1,11.9,.430,2.1,6.7,.313,3.0,5.2,.583,.519,2.2,2.8,.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5,PG
MEM,/players/w/willivi01.html,5,Vince Williams Jr.,23,41,22,26.0,3.0,6.8,.441,1.6,4.1,.382,1.4,2.7,.532,.557,1.7,2.2,.798,1.2,4.2,5.5,2.6,0.8,0.6,1.3,2.5,9.3,SG
MEM,/players/a/aldamsa01.html,6,Santi Aldama,23,41,15,24.6,4.0,9.3,.433,1.7,4.9,.350,2.3,4.5,.525,.525,0.9,1.4,.603,1.2,4.5,5.7,2.0,0.7,0.7,1.1,1.5,10.7,PF
MEM,/players/k/kennalu01.html,7,Luke Kennard,27,25,10,24.4,3.5,8.0,.437,2.7,6.0,.447,0.8,2.0,.408,.606,0.8,1.0,.875,0.4,2.6,3.0,3.1,0.4,0.0,1.0,1.1,10.5,SG
MEM,/players/b/biyombi01.html,8,Bismack Biyombo,31,30,27,23.9,2.2,4.0,.563,0.0,0.0,,2.2,4.0,.563,.563,0.7,1.5,.478,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,C
MIA,/players/a/adebaba01.html,1,Bam Adebayo,26,42,42,34.5,7.6,15.0,.509,0.0,0.3,.091,7.6,14.7,.516,.510,5.0,6.4,.773,2.2,8.3,10.5,4.0,1.0,1.0,2.4,2.5,20.2,C
MIA,/players/b/butleji01.html,2,Jimmy Butler,34,37,37,33.9,6.7,13.4,.500,1.0,2.3,.440,5.7,11.1,.512,.537,7.0,8.1,.869,2.0,3.4,5.5,4.6,1.3,0.3,1.7,1.1,21.4,PF
MIA,/players/h/herroty01.html,3,Tyler Herro,24,32,32,33.5,7.8,17.9,.436,3.3,8.1,.408,4.5,9.8,.459,.528,1.9,2.3,.838,0.5,4.8,5.3,4.3,0.9,0.1,2.2,1.5,20.9,SG
MIA,/players/r/roziete01.html,4,Terry Rozier,29,9,8,30.6,4.4,12.4,.357,1.2,4.8,.256,3.2,7.7,.420,.406,2.4,2.6,.957,0.9,3.7,4.6,5.6,0.9,0.2,1.2,2.1,12.6,SG
MIA,/players/j/jaqueja01.html,5,Jaime Jaquez Jr.,22,46,15,29.5,5.0,10.1,.496,1.0,2.9,.328,4.1,7.2,.563,.543,2.0,2.5,.825,1.2,2.6,3.8,2.6,1.1,0.2,1.7,2.4,13.0,
MIA,/players/l/lowryky01.html,6,Kyle Lowry,37,37,35,28.0,2.8,6.5,.426,1.7,4.4,.385,1.1,2.2,.506,.554,0.9,1.1,.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2,PG
MIA,/players/r/robindu01.html,7,Duncan Robinson,29,47,17,27.2,4.5,10.0,.450,2.7,6.7,.397,1.8,3.2,.559,.584,1.3,1.5,.884,0.2,2.2,2.4,2.8,0.6,0.2,1.4,2.3,13.0,SF
MIA,/players/m/martica02.html,8,Caleb Martin,28,35,14,26.4,3.9,8.6,.454,1.1,3.1,.364,2.8,5.6,.503,.518,1.2,1.6,.754,1.2,3.4,4.6,2.1,0.8,0.3,1.1,2.1,10.2,SF
MIL,/players/l/lillada01.html,1,Damian Lillard,33,48,48,35.3,7.4,17.4,.427,2.9,8.5,.345,4.5,8.9,.505,.511,7.1,7.8,.922,0.5,3.6,4.2,6.8,1.1,0.2,2.5,1.7,25.0,PG
MIL,/players/a/antetgi01.html,2,Giannis Antetokounmpo,29,51,51,35.0,11.5,18.9,.609,0.5,1.8,.250,11.0,17.1,.646,.620,7.3,11.1,.657,2.5,8.7,11.2,6.3,1.4,1.1,3.5,3.1,30.7,PF
MIL,/players/l/lopezbr01.html,3,Brook Lopez,35,50,50,31.7,5.0,10.1,.492,1.8,5.1,.348,3.2,5.1,.636,.579,1.5,1.8,.831,1.6,3.9,5.5,1.6,0.6,2.7,0.9,2.6,13.2,C
MIL,/players/b/beaslma01.html,4,Malik Beasley,27,51,51,29.5,4.1,8.8,.469,2.9,6.4,.446,1.3,2.4,.529,.632,0.3,0.5,.640,0.7,3.3,4.0,1.4,0.7,0.1,0.7,2.1,11.4,SG
MIL,/players/m/middlkh01.html,5,Khris Middleton,32,43,43,26.3,5.6,11.6,.487,1.7,4.5,.378,3.9,7.1,.556,.560,1.8,2.2,.832,0.6,3.7,4.3,5.0,0.9,0.3,2.1,2.4,14.8,SF
MIL,/players/c/crowdja01.html,6,Jae Crowder,33,22,6,25.1,2.6,6.0,.439,1.5,4.0,.386,1.1,2.0,.545,.568,0.7,1.1,.667,0.4,3.0,3.4,1.7,0.7,0.2,0.4,1.8,7.5,PF
MIL,/players/p/portibo01.html,7,Bobby Portis,28,53,1,23.9,5.0,10.2,.494,1.2,3.0,.381,3.9,7.2,.541,.550,1.3,1.7,.787,1.6,5.3,6.9,1.0,0.8,0.4,0.9,2.5,12.5,PF
MIL,/players/c/connapa01.html,8,Pat Connaughton,31,47,2,21.2,1.9,4.2,.457,1.1,3.0,.386,0.8,1.2,.632,.594,0.4,0.6,.690,0.6,2.5,3.2,1.9,0.5,0.2,0.6,1.3,5.4,SF
MIN,/players/e/edwaran01.html,1,Anthony Edwards,22,49,49,35.1,8.9,19.2,.465,2.6,6.6,.393,6.3,12.6,.503,.532,5.4,6.5,.834,0.6,4.6,5.2,5.2,1.2,0.5,3.4,2.0,25.9,SG
MIN,/players/g/goberru01.html,2,Rudy Gobert,31,51,51,33.4,5.2,7.9,.649,0.0,0.0,.000,5.2,7.9,.653,.649,3.4,5.3,.639,3.5,9.0,12.5,1.2,0.6,2.0,1.5,3.0,13.7,C
MIN,/players/t/townska01.html,3,Karl-Anthony Towns,28,51,51,33.2,8.1,15.7,.516,2.3,5.2,.442,5.8,10.5,.552,.589,4.1,4.7,.871,1.4,7.1,8.5,3.0,0.7,0.6,2.9,3.3,22.6,PF
MIN,/players/c/conlemi01.html,4,Mike Conley,36,47,47,29.2,3.6,8.1,.446,2.4,5.3,.448,1.3,2.8,.444,.592,1.1,1.3,.915,0.3,2.5,2.8,6.5,1.0,0.2,1.1,1.7,10.7,PG
MIN,/players/m/mcdanja02.html,5,Jaden McDaniels,23,42,41,28.9,4.4,8.7,.511,1.3,3.4,.371,3.2,5.3,.602,.584,0.6,0.8,.771,0.8,1.9,2.7,1.4,0.9,0.5,1.3,3.1,10.8,SF
MIN,/players/a/alexani01.html,6,Nickeil Alexander-Walker,25,52,16,23.0,2.4,5.8,.417,1.4,3.8,.360,1.0,2.0,.529,.536,0.5,0.7,.757,0.4,1.5,1.9,2.5,0.9,0.5,0.9,1.9,6.8,SG
MIN,/players/r/reidna01.html,7,Naz Reid,24,52,0,22.4,4.7,9.5,.488,1.9,4.7,.414,2.7,4.8,.560,.590,1.1,1.4,.760,0.9,3.7,4.6,1.1,0.7,0.8,1.2,1.9,12.3,C
MIN,/players/a/anderky01.html,8,Kyle Anderson,30,52,2,21.9,2.4,5.1,.472,0.1,0.6,.194,2.3,4.5,.509,.483,1.2,1.8,.681,0.8,2.7,3.5,4.0,0.8,0.6,1.3,1.5,6.2,PF
NOP,/players/i/ingrabr01.html,1,Brandon Ingram,26,49,49,33.3,8.1,16.5,.491,1.4,3.9,.358,6.7,12.6,.532,.533,4.0,5.0,.801,0.7,4.3,5.1,5.8,0.8,0.6,2.5,2.2,21.6,SF
NOP,/players/m/mccolcj01.html,2,CJ McCollum,32,39,39,32.0,6.9,14.8,.464,3.4,8.0,.425,3.5,6.8,.511,.580,1.9,2.4,.787,0.6,3.7,4.3,4.7,1.1,0.8,1.6,2.2,19.1,PG
NOP,/players/w/willizi01.html,3,Zion Williamson,23,42,42,30.4,8.8,14.9,.587,0.1,0.3,.364,8.7,14.7,.591,.590,4.7,6.9,.681,1.7,3.8,5.5,4.8,1.0,0.5,2.5,2.4,22.3,PF
NOP,/players/j/joneshe01.html,4,Herbert Jones,25,48,48,28.6,3.9,7.9,.499,1.4,3.5,.408,2.5,4.4,.571,.590,1.7,2.0,.851,1.1,2.4,3.5,2.5,1.1,0.9,1.2,2.8,11.0,PF
NOP,/players/v/valanjo01.html,5,Jonas Valančiūnas,31,53,53,25.8,5.5,9.6,.573,0.6,1.6,.345,4.9,8.0,.619,.602,2.4,2.9,.801,2.6,6.9,9.5,2.3,0.5,1.0,1.4,3.0,13.9,C
NOP,/players/m/murphtr02.html,6,Trey Murphy III,23,28,6,25.6,4.4,9.9,.440,2.5,6.9,.366,1.8,3.0,.614,.569,1.6,2.0,.786,0.5,3.2,3.7,1.6,0.6,0.4,0.5,1.2,12.8,SF
NOP,/players/d/daniedy01.html,7,Dyson Daniels,20,52,15,21.9,2.2,4.9,.438,0.6,2.1,.291,1.5,2.8,.548,.500,0.6,1.0,.640,1.0,2.7,3.7,2.6,1.4,0.4,1.0,1.6,5.5,PG
NOP,/players/r/ryanma01.html,8,Matt Ryan,26,14,1,21.6,2.7,6.1,.447,2.3,4.9,.471,0.4,1.2,.353,.635,0.9,1.0,.929,0.4,1.9,2.2,1.0,0.4,0.1,1.1,1.7,8.6,SF
NYK,/players/b/brunsja01.html,1,Jalen Brunson,27,50,50,35.8,9.8,20.3,.484,2.6,6.5,.407,7.2,13.8,.520,.549,5.2,6.2,.840,0.6,3.3,3.9,6.5,0.9,0.2,2.3,2.0,27.5,PG
NYK,/players/a/anunoog01.html,2,OG Anunoby,26,14,14,35.7,5.8,11.2,.516,1.8,4.6,.391,4.0,6.6,.602,.596,2.3,2.7,.842,1.1,3.6,4.6,1.5,1.8,1.1,1.4,2.4,15.6,SF
NYK,/players/r/randlju01.html,3,Julius Randle,29,46,46,35.4,8.6,18.2,.472,1.7,5.3,.311,6.9,12.9,.539,.518,5.1,6.6,.781,2.2,7.0,9.2,5.0,0.5,0.3,3.5,2.7,24.0,PF
NYK,/players/b/bogdabo02.html,4,Bojan Bogdanović,34,1,0,33.0,3.0,10.0,.300,2.0,6.0,.333,1.0,4.0,.250,.400,3.0,4.0,.750,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,11.0,PF
NYK,/players/h/hartjo01.html,5,Josh Hart,28,52,13,29.6,3.0,7.0,.421,0.9,2.9,.305,2.1,4.1,.502,.484,0.9,1.1,.839,1.3,5.8,7.1,3.2,0.8,0.3,1.3,1.9,7.7,SF
NYK,/players/b/barrerj01.html,6,RJ Barrett,23,26,26,29.5,6.3,14.9,.423,1.7,5.0,.331,4.7,9.9,.469,.478,4.0,4.8,.831,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2,SG
NYK,/players/r/robinmi01.html,7,Mitchell Robinson,25,21,21,29.2,2.8,4.7,.592,0.0,0.0,,2.8,4.7,.592,.592,0.7,1.8,.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2,C
